5.196.5.92,3335
5.196.5.92,3337
5.196.5.92,3371
5.196.74.100,9171
52.18.177.202,3333
52.18.177.202,9500
52.19.8.80,3333
52.19.8.80,9500
52.21.154.145,3333
52.21.154.145,9500
52.24.92.255,25
52.24.92.255,3333
52.26.114.78,3333
52.2.83.37,3333
52.31.186.94,3333
52.31.186.94,9500
52.41.235.52,3333
52.74.55.19,3333
52.88.164.98,25
52.88.164.98,3333
54.172.129.105,3333
54.172.129.105,3333
54.172.129.105,9500
54.174.79.55,3333
54.174.79.55,9500
54.209.131.18,20460
54.209.131.18,20465
54.209.131.18,20507
54.209.17.31,20460
54.209.17.31,20465
54.209.17.31,20507
54.64.97.77,25
5.9.58.111,55751
60.205.122.75,25
60.205.132.209,25
60.205.146.151,25
60.205.146.151,3333
60.205.146.151,443
60.205.146.217,25
60.205.146.217,3333
60.205.146.217,443
60.205.146.222,25
60.205.146.222,3333
60.205.146.222,443
60.205.164.237,25
66.70.234.210,8200
74.84.128.158,3333
78.46.23.253,45560
79.137.57.106,8200
79.137.82.70,18888
79.137.82.70,8888
88.80.187.187,3333
91.121.167.111,14444
91.121.167.111,4444
91.121.223.53,3333
91.121.73.83,3333
92.222.180.118,18888
92.222.180.118,8888
94.130.48.154,45560
94.130.64.225,45560
94.130.9.194,45560
94.23.12.63,13333
94.23.12.63,3333
94.23.199.191,13333
94.23.199.191,3333
94.23.20.210,13333
94.23.20.210,3333
94.23.28.180,14444
94.23.28.180,4444
94.23.36.128,14444
94.23.36.128,4444
94.23.60.113,13333
94.23.60.113,3333
95.85.41.125,10000
95.85.41.125,443
95.85.41.125,80
95.85.41.125,9991
